numberOfRooms,numberOfBedrooms,livingSpace,apartmentFloor,zipCode,price
2,1,51,6,75017,478000
2,1,"45,1",1,75019,425000
3,2,80,2,75003,999000
2,1,29,3,75013,283000
3,2,67,2,75020,505000
2,1,"48,5",1,75011,529999
3,2,56,5,75020,485000
6,4,171,6,75012,1975000
4,3,113,1,75016,1295000
2,1,51,1,75019,520000
4,2,"86,3",2,75016,1100000
3,2,"44,3",2,75018,488250
2,1,37,4,75011,419338
4,3,89,1,75011,940000
2,1,29,3,75012,315000
4,3,110,2,75016,1300000
3,2,66,3,75007,1035000
2,1,44,1,75018,399900
2,1,"61,2",1,75016,430000
3,2,56,4,75018,399000
5,3,125,2,75010,860000
2,1,"49,1",5,75013,465000
5,3,101,2,75020,649000
5,3,111,3,75010,795000
5,3,128,4,75015,1100000
6,4,"128,3",5,75015,1225000
2,1,"45,2",2,75018,365000
2,1,49,2,75016,420000
4,2,103,2,75018,772000
3,2,65,1,75020,660000
2,1,46,1,75014,370000
2,1,54,1,75011,465000
5,3,"100,3",2,75010,1100000
4,3,"110,4",1,75013,1215000
2,1,"27,6",2,75019,229000
3,2,65,4,75018,599000
2,1,58,1,75006,1150000
3,2,"53,3",3,75013,470000
2,1,41,2,75013,335000
2,1,51,2,75015,550000
3,2,66,1,75014,565000
3,2,75,4,75007,1050000
2,1,"65,8",3,75008,775000
4,3,"81,6",4,75007,1600000
6,4,199,3,75116,2150000
4,2,96,5,75006,2310000
2,1,"50,1",6,75012,549000
2,1,43,1,75004,600000
2,1,43,2,75017,486000
2,1,"55,7",5,75013,315000
5,3,123,2,75007,2230000
3,2,51,5,75019,449500
3,2,55,3,75020,485000
5,3,101,2,75016,1149000
4,3,69,2,75012,730000
2,1,24,7,75006,447200
2,1,45,3,75015,450000
5,4,103,6,75016,1350000
5,3,105,5,75006,1960000
3,2,66,3,75014,460000
2,1,"60,8",4,75015,650000
3,2,"68,1",3,75014,560000
3,2,55,4,75011,677000
3,2,"60,7",3,75018,665000
3,1,"54,9",4,75015,642680
2,1,27,6,75019,249000
2,1,42,3,75013,350000
2,1,36,4,75019,289000
2,1,48,1,75014,460000
5,3,110,10,75014,1410000
3,2,"110,4",1,75013,1215000
2,1,49,6,75015,395000
2,1,59,6,75012,780000
5,4,153,3,75007,2230000
2,1,"45,5",7,75013,369000
3,1,"41,8",1,75017,490000
3,1,"43,5",2,75009,550000
2,1,43,4,75019,419000
3,1,48,1,75015,465000
2,1,25,1,75004,360000
4,3,115,10,75013,1480000
3,2,64,1,75008,730000
3,2,"83,5",1,75015,780000
3,1,"56,2",1,75005,672750
2,1,46,1,75015,470000
3,2,"58,4",2,75019,455000
2,1,25,5,75017,300000
3,2,"75,5",16,75015,885000
2,1,"87,2",2,75005,2200000
5,3,147,1,75018,1285000
2,1,27,2,75018,243000
2,1,33,2,75018,321000
3,2,45,12,75015,399000
3,2,54,3,75008,849000
2,1,35,2,75018,275000
4,3,86,6,75013,499000
3,2,59,1,75015,610000
3,2,85,6,75015,750000
3,2,56,2,75019,486000
2,1,47,4,75004,550000
3,1,51,1,75018,499000
2,1,39,3,75015,369000
2,1,"39,6",1,75005,469000
3,2,59,2,75012,579000
3,2,50,3,75013,450000
3,2,73,3,75017,799000
4,2,"82,5",1,75016,948000
3,2,55,4,75004,677000
2,1,"48,4",5,75018,520000
3,2,55,3,75007,695000
3,2,74,3,75015,798000
4,3,"108,8",7,75015,997500
6,3,142,6,75016,2030000
2,1,"36,9",3,75017,450000
4,2,85,5,75012,1280000
2,1,51,1,75011,515000
2,1,34,1,75015,354000
3,1,58,4,75015,549000
3,2,55,1,75018,446000
2,1,"30,7",4,75003,440000
4,3,122,5,75012,1130000
2,1,36,4,75009,450000
4,3,72,1,75004,899000
2,1,58,6,75012,565000
2,1,30,6,75010,242000
2,1,46,3,75011,598000
3,2,63,1,75007,1295000
3,2,46,2,75007,849000
2,1,"29,5",6,75007,579000
3,2,75,4,75015,600000
5,3,174,2,75016,2150000
3,2,"64,9",4,75019,430000
2,1,42,4,75015,410000
2,1,52,3,75014,519000
2,1,49,3,75011,470000
2,1,62,2,75007,992000
6,4,"191,3",3,75010,1995000
2,1,72,4,75020,598000
3,2,59,6,75011,676000
6,4,137,3,75014,1420000
2,1,42,1,75008,615000
3,2,61,1,75016,1200000
2,1,"43,8",6,75016,997000
3,2,78,10,75015,971000
4,3,83,9,75015,920000
4,3,89,7,75015,1077000
4,3,90,2,75017,911000
2,1,"51,3",3,75012,450000
3,2,77,2,75011,849000
2,1,46,1,75019,372000
2,1,42,3,75020,415000
5,3,142,4,75017,1850000
3,2,80,2,75017,1275000
4,3,87,5,75019,1155000
3,2,"54,5",4,75018,595000
4,2,66,2,75017,950000
3,2,62,5,75006,950000
4,3,88,5,75015,1248000
2,1,48,5,75012,615000
4,2,97,14,75015,970000
3,2,"65,7",10,75013,420000
5,3,100,3,75014,1256000
7,6,293,4,75017,3850000
3,2,69,1,75018,559000
4,3,120,2,75017,1510000
2,1,36,2,75007,565000
5,4,167,3,75016,3500000
5,4,125,3,75009,1495000
8,5,255,5,75016,3280000
3,2,66,1,75019,520000
3,2,"44,6",3,75010,415000
5,3,155,1,75017,1390000
3,1,"37,5",1,75010,300000
5,3,67,5,75002,1680000
5,3,142,5,75016,1850000
5,3,90,14,75019,777000
2,1,"51,5",2,75015,504000
2,1,"51,6",4,75015,540000
2,1,32,6,75018,345000
6,3,170,4,75008,3995000
3,2,69,2,75014,760000
2,1,46,1,75015,480000
2,1,44,2,75018,432600
3,2,43,4,75006,728000
5,4,120,5,75015,1690000
3,2,74,3,75015,575000
5,3,141,4,75003,1495000
5,3,98,4,75016,1600000
3,2,52,8,75019,515500
8,5,150,1,75017,1730000
5,3,151,4,75007,3430000
4,2,90,2,75003,1050000
5,3,147,5,75010,1370000
7,3,196,3,75016,2250000
2,1,44,4,75016,695000
3,1,59,3,75016,927000
6,4,168,2,75007,3200000
5,3,150,5,75016,2199000
4,3,118,5,75016,1352000
4,3,104,4,75015,1416800
5,4,126,3,75007,2400000
3,2,66,1,75013,590000
3,2,66,3,75015,945000
4,3,104,5,75016,970000
4,2,84,4,75020,650000
6,4,192,2,75017,2365000
2,1,55,4,75017,669000
6,4,193,3,75016,1800000
2,1,40,5,75008,525000
3,2,"74,2",4,75016,895000
3,1,69,1,75016,895000
7,3,438,3,75016,7980000
3,2,94,2,75016,870000
3,1,59,2,75014,480000
7,4,"251,6",1,75016,3450000
3,2,"94,5",1,75011,1250000
2,1,50,4,75018,463500
2,1,41,7,75007,870000
2,1,"53,6",2,75007,750000
5,3,"106,4",4,75007,1664000
3,1,45,1,75007,650000
6,4,164,1,75007,2290000
4,2,81,1,75007,1350000
5,3,150,1,75007,1575000
2,1,"51,8",5,75007,850000
3,2,"70,1",6,75007,1030000
6,4,"197,5",1,75007,2790000
4,2,124,1,75007,1640000
2,1,63,4,75007,990000
7,4,"255,6",1,75008,6500000
3,1,"73,6",1,75006,1380000
2,2,"79,9",7,75007,1680000
3,2,60,5,75016,855000
9,6,245,2,75016,2750000
3,2,105,3,75007,2060000
2,1,33,2,75016,415000
6,4,148,1,75018,1965000
5,3,"100,8",2,75006,1895000
3,2,70,6,75015,860000
4,2,"57,3",1,75018,595000
3,1,"45,5",3,75015,520000
4,2,"58,1",2,75018,720000
3,2,68,1,75015,845000
3,2,62,3,75018,775000
5,4,96,7,75019,700000
3,2,80,3,75015,640000
4,2,58,5,75017,535000
2,1,32,1,75011,395000
3,1,48,2,75018,395200
3,2,66,2,75011,715000
7,4,"251,5",4,75017,3090000
2,1,"42,4",7,75013,575000
4,3,76,31,75013,440000
6,4,"233,8",1,75116,3590000
7,4,167,1,75116,1950000
2,1,"58,4",2,75116,890000
5,3,"260,5",2,75116,3350000
7,4,255,3,75116,2990000
4,3,"86,9",2,75016,1100000
5,3,187,4,75016,2590000
5,3,150,4,75016,1550000
3,2,91,4,75116,1299000
6,3,156,2,75116,2150000
1,3,82,4,75015,993985
3,2,66,1,75016,750000
4,2,140,4,75116,2370000
3,2,77,2,75016,820000
10,5,365,2,75016,5400000
5,4,180,2,75016,2560000
5,3,169,4,75008,2290000
5,4,235,2,75016,3500000
4,2,"87,3",3,75016,1195000
4,2,"109,3",3,75016,1690000
6,4,170,4,75016,1995000
2,1,"36,6",8,75017,441000
4,2,95,8,75116,1590000
4,2,106,2,75116,1700000
4,2,100,6,75017,1195000
5,3,"170,3",4,75008,3390000
3,2,"73,8",3,75006,1500000
4,2,79,2,75011,799000
3,2,50,2,75003,560000
2,1,49,1,75019,490000
7,4,160,1,75006,2300000
2,1,"37,5",4,75014,470650
2,1,40,5,75014,501500
3,2,"50,1",3,75014,605000
2,1,62,2,75015,735000
2,1,45,2,75015,495000
2,1,"37,8",3,75014,468500
3,2,51,2,75014,595000
5,4,158,5,75019,1260000
2,1,14,2,75002,169000
2,1,73,6,75002,966000
4,3,84,1,75004,1499000
2,1,"42,2",2,75004,665000
2,1,"43,6",3,75003,620000
3,2,"79,5",2,75005,1050000
3,2,56,1,75015,525000
3,2,70,1,75015,680000
4,2,79,4,75018,649000
2,1,37,1,75007,525000
5,4,117,2,75003,1550000
5,3,165,5,75006,3685000
3,2,55,4,75018,395000
3,2,55,4,75018,395000
6,4,118,4,75017,1299000
2,1,44,1,75018,510000
3,2,93,2,75016,1549000
6,4,163,7,75006,3800000
3,2,87,4,75011,1100000
2,1,"36,5",1,75011,367000
5,2,"101,2",3,75007,1990000
5,3,146,1,75008,2280000
5,4,98,4,75005,1290000
2,1,"53,9",1,75008,650000
3,2,89,2,75003,1065000
6,4,"163,8",1,75017,1800000
4,2,102,4,75008,1350000
5,3,185,1,75116,3200000
3,1,77,5,75015,727000
7,5,160,6,75017,1850000
4,3,84,6,75008,1250000
2,1,"53,4",2,75011,565000
4,3,90,4,75019,940000
4,2,150,1,75011,1950000
5,3,115,2,75011,1248000
4,4,101,3,75010,1248000
2,1,"27,1",2,75011,315000
4,3,"106,9",6,75011,1345000
4,3,95,2,75017,1025000
4,2,85,4,75017,1350000
6,4,135,5,75017,1485000
3,2,70,5,75017,799000
6,4,190,1,75017,2185000
7,4,200,2,75017,2199000
3,2,70,9,75016,925000
3,1,65,4,75016,810000
5,3,131,3,75007,2300000
3,1,88,1,75010,699000
4,3,107,2,75019,900000
2,1,48,1,75013,399900
4,2,"86,3",5,75015,721000
2,1,"43,7",1,75006,760000
3,2,60,3,75015,565000
3,2,52,1,75011,590000
4,2,82,6,75011,990000
2,1,53,2,75008,935000
4,3,83,2,75004,987000
8,4,342,6,75116,7400000
4,3,"82,6",2,75019,700000
2,1,37,1,75015,460000
5,3,"130,1",4,75016,2600000
6,4,166,2,75007,3200000
2,1,37,3,75018,299000
6,3,116,3,75010,1155000
1,2,"14,5",7,75010,105000
2,1,"38,4",4,75020,285000
6,4,"256,1",1,75017,2950000
5,2,"160,2",2,75002,4200000
4,2,89,4,75017,1390000
5,3,133,2,75001,1650000
4,2,68,10,75019,418000
3,1,96,7,75017,1300000
3,2,68,3,75020,548000
3,2,44,1,75013,439800
2,1,"42,7",1,75017,445000
2,1,"42,7",1,75017,445000
3,2,57,2,75020,485000
2,1,37,2,75005,495000
2,1,"43,5",6,75019,385000
3,2,"93,8",4,75008,463000
3,2,85,2,75002,995000
3,2,71,6,75019,583000
6,3,110,2,75015,1075000
5,2,161,3,75016,2250000
4,3,85,4,75009,980000
2,1,35,6,75019,339000
2,1,"32,8",4,75012,330000
4,2,"81,3",2,75017,890000
3,2,64,1,75018,650000
2,1,"34,7",3,75016,375000
4,2,"84,7",5,75016,779000
6,3,"152,7",3,75016,1520000
5,3,"127,6",14,75013,1844000
1,"29,1",Étage,06,75013,369985
4,3,83,1,75011,699000
4,1,"89,2",2,75008,2350000
4,2,115,4,75009,1250000
7,4,"182,1",2,75008,1900000
3,2,"43,3",2,75008,625000
5,3,"109,8",1,75014,1155000
2,1,"34,7",2,75015,325500
5,4,108,5,75013,790000
3,2,62,1,75016,849000
4,2,140,4,75017,3360000
7,3,161,5,75008,1979000
7,4,"174,4",5,75017,1890000
2,1,"61,8",4,75008,920000
4,3,74,4,75017,890000
5,3,131,7,75013,1358000
4,4,70,1,75015,650000
5,4,134,6,75006,2420000
4,3,84,3,75017,811000
2,1,36,6,75016,398000
4,2,73,3,75009,990000
3,2,65,2,75010,895000
3,2,45,1,75005,510000
2,1,48,5,75014,495000
2,1,30,1,75014,305000
2,1,37,1,75010,350000
2,1,"46,8",1,75015,470000
7,6,173,8,75015,1890000
3,2,"74,2",4,75019,715000
4,2,82,1,75013,697000
4,2,117,5,75010,1365000
2,1,"43,2",4,75018,365000
3,2,76,4,75003,1270000
2,1,35,2,75017,365000
6,4,192,2,75008,2190000
4,2,"52,9",2,75015,546000
3,2,"71,2",3,75017,1035000
3,2,"81,6",4,75004,995000
2,1,39,5,75012,378000
2,1,"44,1",1,75020,352000
4,3,93,2,75011,998500
3,2,147,6,75008,2850000
3,2,63,2,75013,582000
7,1,"138,6",20,75013,848000
2,1,44,1,75019,355000
3,2,"72,1",8,75013,888000
5,3,"127,6",14,75013,1844000
3,2,"68,3",2,75013,775617
1,"29,1",Étage,06,75013,369985
4,3,"80,3",6,75013,1035957
3,1,"58,2",5,75015,524000
5,3,"110,9",17,75013,839900
5,3,"206,5",1,75016,2299000
5,4,130,4,75015,2000000
5,4,200,9,75015,2600000
6,4,"122,4",1,75006,1800000
2,1,53,5,75004,750000
3,2,"68,5",1,75015,790000
4,2,76,9,75020,669000
6,5,"157,1",3,75005,2235000
3,1,"45,6",3,75015,520000
2,1,55,1,75016,760000
2,1,49,2,75015,460000
3,1,"63,4",2,75007,1331000
5,3,"137,3",3,75016,1990000
2,1,45,3,75004,595000
3,2,"67,5",2,75016,797000
2,1,"33,1",4,75018,325000
5,3,"106,4",6,75016,895000
2,1,46,14,75013,300000
2,1,42,12,75014,375000
3,2,49,4,75019,399000
4,3,93,1,75011,799000
3,2,59,8,75016,510000
3,2,59,1,75011,599000
5,3,"127,9",4,75010,1495000
3,2,68,1,75012,695000
5,3,"113,8",8,75012,1150000
2,1,"28,7",3,75015,337500
5,3,103,4,75016,980000
2,1,"23,1",7,75015,326000
2,1,"60,6",4,75007,950000
4,2,126,1,75007,1790000
2,1,"67,7",5,75007,1795000
2,1,21,2,75007,296000
3,2,45,12,75015,420000
3,2,"102,3",1,75007,2625000
5,2,"101,2",5,75007,1990000
6,4,"131,5",2,75007,1790000
5,3,"130,6",5,75007,2750000
7,5,"163,6",1,75007,2290000
7,5,220,1,75007,3300000
5,3,"127,2",2,75007,2495000
3,1,"94,2",2,75007,1780000
6,4,"136,2",1,75007,2300000
4,2,"81,9",5,75007,1950000
6,4,"147,7",3,75007,2590000
8,5,"326,1",5,75007,6200000
4,2,"132,4",1,75007,3200000
5,3,"96,7",2,75007,1567500
5,3,186,4,75007,3400000
7,5,111,4,75013,950000
3,2,61,6,75011,1000000
2,1,68,1,75008,995000
2,1,"49,5",5,75015,545000
2,1,55,2,75014,465000
5,2,97,3,75016,1145000
2,1,"37,5",3,75015,410000
2,1,"29,5",2,75015,429000
3,2,"35,4",1,75015,390000
3,1,"48,4",9,75015,648000
3,2,80,4,75011,899000
4,2,"125,6",4,75005,1950000
2,1,69,2,75014,760000
5,3,145,3,75116,1750000
2,1,28,1,75014,283000
4,2,116,2,75004,2980000
3,2,68,4,75005,995000
2,1,46,1,75005,670000
2,1,"37,3",4,75004,595000
3,2,70,10,75015,925000
7,4,225,2,75016,3270000
3,1,"74,5",1,75016,1025000
5,3,118,1,75016,1399000
2,1,"50,7",4,75015,619000
4,2,"83,7",2,75015,970000
3,2,"66,9",1,75015,670000
4,2,90,1,75015,820000
3,2,69,1,75011,650000
3,2,65,2,75018,545000
2,1,"18,9",2,75018,208340
3,2,"55,6",7,75019,515000
4,3,82,8,75012,600000
2,1,36,3,75004,460000
5,2,"112,5",6,75007,2200000
2,1,"36,8",3,75007,690000
2,1,"40,1",4,75007,625000
2,1,37,2,75007,650000
2,1,"58,1",6,75007,795000
2,1,"45,7",1,75006,745000
6,3,"220,1",1,75006,3450000
4,3,"95,9",5,75015,1199000
2,1,39,2,75012,300000
2,1,29,6,75012,305000
2,1,39,4,75012,425000
3,1,62,3,75009,764000
7,4,287,2,75016,4850000
3,2,"57,8",4,75010,540000
6,3,124,10,75015,1290000
5,3,112,2,75007,2500000
2,1,33,4,75018,233000
5,3,110,14,75015,1495000
2,1,27,1,75005,348500
3,2,62,3,75016,650000
4,3,"90,3",4,75018,1365000
4,2,98,6,75010,900000
4,2,72,3,75015,825000
2,1,"44,5",3,75015,450000
3,1,"50,5",3,75003,640000
2,1,"33,7",1,75015,350000
2,1,29,2,75018,248000
3,2,"70,2",4,75015,790000
3,1,41,5,75018,429000
2,1,57,4,75020,439000
3,2,65,10,75015,690000
3,2,"59,9",1,75009,630000
3,2,46,2,75018,440000
7,4,208,1,75016,1890000
2,1,"37,4",2,75018,400000
2,1,41,4,75020,334000
4,2,117,1,75011,1135000
3,1,51,2,75018,650000
3,1,50,7,75012,513000
4,3,85,5,75010,1145000
2,1,30,1,75004,430000
2,1,"44,1",5,75016,990000
5,3,95,3,75011,995000
3,2,60,4,75013,399000
2,1,24,1,75014,276000
3,1,58,3,75018,595000
4,2,81,1,75005,897000
3,2,62,4,75020,560000
3,1,62,6,75010,565000
3,2,"81,2",3,75004,1099000
5,3,177,1,75017,1700000
4,3,95,3,75019,955000
2,1,43,2,75020,345000
4,3,80,1,75020,572000
2,1,50,6,75007,690000
2,1,56,1,75001,900000
7,4,313,3,75016,9990000
4,3,180,2,75008,3650000
2,1,54,7,75019,450000
2,1,32,1,75019,250000
2,1,"34,5",3,75002,418000
4,3,115,4,75007,1999000
3,1,25,1,75015,91000
3,2,"56,8",5,75017,645000
2,1,53,2,75020,430000
2,1,30,1,75003,440000
2,1,43,1,75010,415000
3,2,43,1,75010,415000
3,3,72,1,75010,600000
2,1,49,1,75018,327000
3,"70,7",2ème,10,75020,850001
4,3,83,3,75018,893000
4,2,73,1,75017,850000
2,1,"19,5",6,75016,264000
2,1,"41,3",1,75015,366000
3,1,44,3,75010,485000
3,2,"83,9",2,75017,955000
3,2,69,2,75020,565000
2,1,"50,5",3,75003,640000
2,1,"45,6",1,75012,505000
2,1,33,2,75007,465000
3,2,50,4,75005,645000
2,1,"36,1",3,75015,375000
5,4,148,4,75016,1595000
3,2,"60,6",3,75011,600000
2,1,54,2,75002,649000
3,2,59,4,75014,440000
2,1,30,4,75015,315000
5,3,100,4,75016,1026000
3,2,80,06,75012,975000
2,1,34,06,75012,419000
2,1,45,1,75011,399000
2,1,40,2,75016,398000
2,1,"48,1",6,75011,580000
2,1,31,3,75020,298000
4,3,95,3,75011,995000
2,1,"33,1",6,75010,310000
2,1,24,1,75015,250000
2,1,54,4,75011,497000
5,3,106,5,75004,1400000
2,1,"45,4",4,75005,485000
3,2,78,1,75011,760000
3,2,68,1,75017,634400
5,3,110,14,75006,1495000
2,1,"22,5",6,75015,276780
5,4,130,3,75016,1533000
2,1,"44,6",1,75015,355000
2,1,"39,7",5,75011,615350
2,2,"50,5",5,75011,782000
2,1,37,1,75011,499500
3,2,87,8,75019,555000
2,1,39,6,75015,525000
2,1,"53,5",2,75011,618000
3,2,60,3,75016,790000
2,1,40,2,75010,450000
3,1,68,1,75005,913500
2,1,"49,2",1,75012,480000
3,2,73,1,75018,579000
6,4,157,12,75014,1852000
2,1,48,3,75010,598000
1,16,2ème,07,75004,185000
2,1,26,1,75018,235000
2,1,54,2,75010,649000
6,3,"178,5",1,75017,1950000
6,3,"178,5",1,75008,1950000
2,1,58,4,75004,705000
6,4,163,1,75016,2290000
5,3,"109,9",1,75012,990000
3,2,55,1,75008,627000
4,2,"101,5",31,75013,595000
2,1,29,1,75019,240000
3,2,65,6,75013,624000
5,3,160,2,75004,3850000
5,3,"190,1",5,75016,2400000
4,2,"100,3",2,75017,1166000
2,1,33,1,75005,415000
5,3,113,1,75017,1290000
4,2,97,14,75015,970000
4,3,"76,8",1,75020,670000
4,2,98,2,75012,950000
2,1,23,2,75005,295000
2,1,"47,1",3,75015,422000
4,2,85,7,75015,830000
2,1,43,2,75018,428450
4,3,114,1,75015,1075000
2,1,34,06,75012,419000
3,2,63,1,75013,549000
3,2,45,4,75013,465000
3,2,69,6,75018,520000
3,2,66,5,75015,645000
5,4,130,5,75015,1700000
4,3,70,4,75012,600000
3,1,52,3,75018,425000
2,1,32,7,75012,365000
2,1,38,3,75018,400000
2,1,34,2,75019,315000
2,1,"29,4",2,75018,324500
3,1,48,1,75015,550000
2,1,"51,5",6,75011,768000
2,1,36,5,75011,558000
2,1,"49,3",2,75011,764000
2,1,"41,7",6,75019,345000
2,1,54,3,75006,945000
2,1,53,3,75011,599000
2,1,34,4,75004,382000
2,1,32,4,75015,365000
2,1,49,2,75007,675000
3,2,47,4,75018,440000
2,1,43,1,75019,350000
4,3,104,8,75019,992000
6,3,190,2,75016,3190000
5,3,112,5,75016,1490000
4,2,111,1,75015,1075000
3,2,"50,3",1,75019,380000
3,2,"46,3",3,75018,620000
5,3,"164,5",1,75006,2990000
5,3,110,2,75003,1840000
5,3,"114,2",4,75016,1349000
3,2,"62,2",6,75005,850000
3,2,57,6,75011,580000
4,2,75,7,75012,630000
6,3,139,1,75009,1180000
5,2,"167,3",2,75010,1924000
5,4,120,5,75015,1660000
4,3,"84,3",3,75012,800000
6,4,"79,3",4,75014,859000
3,2,47,4,75014,448000
3,2,56,06,75012,690000
4,2,81,4,75011,830000
3,2,45,1,75011,399000
4,3,75,3,75011,735000
3,2,"50,3",5,75005,633000
3,2,82,3,75007,1120000
2,1,59,2,75006,1100000
2,1,"33,3",3,75015,340000
4,2,"74,3",3,75019,507000
4,2,"65,1",2,75009,849000
3,2,71,1,75007,934000
3,2,59,3,75004,850000
4,2,83,2,75010,1040000
2,1,37,5,75007,450000
2,1,54,3,75006,840000
2,1,25,2,75017,270000
4,3,99,12,75020,1400000
3,2,66,12,75020,770000
5,3,141,3,75006,2350000
2,1,34,1,75011,316000
4,2,80,1,75020,696000
2,1,45,2,75017,395000
2,1,30,4,75014,360000
5,4,154,3,75012,1490000
4,2,97,2,75010,950000
4,3,69,3,75019,555000
2,1,33,1,75011,343000
2,1,31,3,75010,346000
3,2,50,5,75019,370000
2,1,50,1,75017,615000
2,1,38,6,75016,416000
3,2,90,10,75015,1049000
5,4,200,9,75015,2990000
1,1,40,2,75006,599000
6,3,215,2,75016,3300000
4,2,"72,1",2,75006,1420000
3,2,59,8,75013,577500
2,1,"45,1",5,75018,970000
4,2,"71,9",1,75011,718500
4,3,106,3,75003,1300000
4,2,80,8,75011,845000
2,1,39,6,75015,525000
4,3,69,2,75019,425000
2,1,34,4,75015,350000
3,2,71,7,75016,676000
3,3,"30,2",5,75003,427000
6,4,185,6,75017,3000000
5,3,"89,6",3,75014,892500
4,2,84,6,75014,980000
3,2,100,1,75007,1150000
4,3,109,4,75004,1960000
1,25,RDC/7,07,75018,158000
3,2,"40,8",1,75017,340000
2,1,56,5,75016,560000
2,1,"42,8",5,75013,490000
2,1,58,2,75010,525000
2,1,"38,2",2,75015,335000
3,2,69,12,75020,795000
3,2,61,12,75020,643000
5,4,109,12,75020,1500000
2,1,37,12,75020,430000
3,2,60,12,75020,625000
4,2,69,1,75002,930000
9,5,"366,5",3,75016,4350000
8,5,368,2,75008,6760000
4,2,75,1,75012,670000
3,1,"47,5",2,75017,580000
4,2,86,4,75001,3600000
4,2,86,2,75016,1100000
4,2,86,2,75020,760000
2,1,41,5,75012,450000
4,3,70,2,75013,639600
2,1,"38,6",3,75009,462000
6,3,155,2,75008,2445000
2,1,40,1,75013,319000
2,1,"44,4",26,75019,420000
5,4,140,6,75020,539000
4,2,"151,6",5,75008,1990000
3,2,70,1,75003,1050000
3,2,61,1,75010,619500
5,3,132,2,75001,1650000
3,2,61,2,75014,800000
5,3,116,5,75015,1076800
4,3,84,3,75020,760000
4,2,109,7,75003,1449000
2,1,31,4,75011,318000
2,1,54,2,75014,459000
5,4,126,6,75011,1254000
2,1,"61,3",5,75006,927200
2,1,26,6,75010,300000
2,1,"45,8",2,75015,492900
3,2,"56,8",6,75019,510000
2,1,"14,1",5,75006,115000
3,2,47,2,75018,400000
2,1,27,1,75018,240000
2,1,45,3,75019,445000
2,1,"74,1",6,75009,900000
5,3,118,1,75015,1690000
2,1,"52,5",5,75010,450000
3,2,"89,5",1,75011,900000
4,2,82,7,75015,749000
2,1,42,6,75020,349000
4,2,58,6,75014,599000
2,1,46,3,75007,651000
3,2,44,1,75014,459000
4,3,78,17,75012,790000
3,2,"62,1",3,75012,570000
2,1,35,5,75012,335000
6,4,136,4,75010,1410000
3,2,"57,1",2,75016,640000
3,1,"71,9",2,75001,815000
4,2,"83,5",1,75012,885000
4,2,80,8,75020,845000
5,4,112,2,75011,980000
3,2,41,4,75018,320000
2,1,34,1,75010,379500
4,2,90,3,75010,750000
3,2,75,2,75020,579000
4,3,101,12,75020,1430000
4,3,"94,5",12,75020,1455000
2,1,"36,6",3,75018,561750
2,1,28,1,75018,215000
2,1,35,5,75019,349000
3,2,52,2,75007,630000
2,1,"42,1",8,75019,435425
6,4,130,2,75016,1500000
3,2,78,11,75019,617900
2,1,42,1,75011,570000
2,1,40,5,75018,349000
2,1,45,1,75018,299500
2,1,"43,7",1,75006,897000
3,2,"60,6",2,75011,645000
7,4,"159,2",3,75009,1945000
3,2,"52,2",14,75012,499000
6,3,213,1,75017,3499900
5,3,104,4,75018,1065000
3,1,50,4,75005,645000
6,4,"162,6",6,75016,1968400
2,1,34,3,75002,367500
3,2,"66,7",8,75012,605000
2,1,44,06,75018,529000
3,2,77,6,75002,999000
2,1,42,8,75019,420000
3,2,56,4,75014,600000
4,2,65,3,75020,619500
3,2,40,4,75017,355000
2,1,48,2,75011,532000
3,2,61,2,75020,494000
3,1,"53,4",1,75017,499000
4,3,80,2,75018,799900
3,2,74,7,75018,569000
4,3,83,7,75018,630000
1,35,Étage,06,75018,380000
3,2,74,7,75018,639000
3,2,72,7,75018,699000
4,2,"77,3",2,75010,799000
2,1,37,3,75011,430000
2,1,22,1,75010,210000
3,2,64,5,75011,780000
3,2,60,2,75018,520000
3,2,60,2,75020,637000
3,2,53,1,75009,620000
2,1,"37,6",2,75011,395000
2,1,41,1,75018,375000
4,3,"144,8",1,75007,1785000
5,3,"122,1",2,75016,1690000
2,1,"57,1",2,75006,1295000
3,2,56,8,75012,493000
3,2,53,1,75010,475000
3,2,"86,7",3,75016,1250000
3,2,55,6,75018,339000
5,2,101,4,75002,1508000
4,3,"79,1",2,75018,415000
3,2,"67,7",6,75018,745000
3,2,"30,2",5,75003,427000
2,1,42,1,75019,372000
2,1,23,2,75010,210000
6,4,105,1,75017,1248000
2,1,31,5,75009,375000
5,3,148,4,75001,2520000
4,3,76,2,75013,655000
2,1,30,4,75018,278000
3,2,"49,8",1,75015,477000
2,1,41,1,75020,399000
2,1,24,1,75019,215000
3,1,51,5,75017,590000
2,1,57,3,75015,545000
4,3,90,13,75019,650000
2,1,39,5,75010,315000
2,1,32,12,75018,329000
2,1,"35,9",12,75018,337000
2,1,"43,1",3,75017,378000
6,4,185,4,75006,4950000
2,1,"42,5",5,75007,650000
2,1,"55,7",2,75011,488000
6,4,204,6,75116,4650000
6,3,100,4,75015,1500000
2,2,23,7,75009,225000
2,1,28,1,75018,248000
2,1,37,1,75011,363800
3,2,60,5,75013,560000
2,1,38,1,75015,385000
5,3,106,1,75001,1990000
5,3,110,2,75002,2400000
3,2,74,6,75007,1850000
3,2,70,2,75007,1470000
2,1,36,2,75001,595000
3,2,70,4,75002,1380000
2,1,37,6,75007,950000
5,3,120,4,75007,3300000
