numberOfRooms,numberOfBedrooms,livingSpace,apartmentFloor,zipCode,price
5,3,185,2,75116,2200000
8,3,"390,1",4,75116,10500000
6,4,210,4,75016,2700000
5,3,"119,6",4,75016,1900000
5,3,"117,6",2,75016,1320000
3,2,80,1,75011,850000
5,3,"144,2",4,75017,2300000
2,1,24,2,75013,215000
4,3,85,8,75015,870000
4,2,"92,6",5,75002,820000
1,1,"16,1",6,75017,167000
5,3,140,3,75005,1770000
3,2,73,4,75018,569000
3,2,79,1,75014,675000
2,1,45,4,75018,470000
3,2,70,4,75002,869000
1,"38,4",2ème,12,75016,560000
1,"38,6",3ème,12,75016,590000
2,1,"53,6",2,75016,735000
3,2,"95,8",2,75016,1350000
4,3,"142,5",4,75016,2100000
4,3,"106,1",6,75016,1700000
3,2,"93,9",5,75016,1450000
3,2,"63,9",2,75012,953900
3,2,73,3,75018,875000
4,1,52,2,75007,698000
2,1,"55,7",1,75005,615000
2,1,63,6,75009,628000
3,2,"67,9",1,75020,799000
3,2,"64,3",2,75020,809000
3,2,"70,5",1,75020,875000
4,3,"99,7",3,75020,1445000
3,2,"67,9",2,75020,798000
7,4,235,4,75016,2975000
3,2,63,6,75012,756000
4,2,"63,8",3,75004,1100000
2,1,51,2,75010,489000
2,1,52,21,75013,349000
3,2,"61,6",1,75012,580000
4,3,124,4,75001,1795000
8,5,248,6,75008,4980000
3,2,"64,4",6,75018,1225000
2,1,"28,5",1,75019,300000
3,2,53,6,75019,745000
4,3,80,1,75019,910000
2,1,"41,5",1,75011,412000
4,3,175,1,75016,1745000
2,1,"45,9",7,75013,552640
2,1,"45,3",2,75013,468929
1,"29,2",7ème,06,75013,357788
2,1,45,2,75018,315000
2,1,"23,3",6,75003,285000
2,1,17,4,75005,242000
3,2,70,27,75015,840000
4,3,85,9,75019,700000
2,1,52,2,75004,835000
3,2,61,3,75012,573000
4,1,"77,4",2,75014,928000
4,3,"148,3",4,75016,2180000
2,1,22,5,75013,199000
2,1,39,6,75007,590000
2,1,"45,8",4,75009,495000
4,3,90,4,75015,1500000
2,1,"19,7",3,75011,163000
2,1,46,2,75018,249000
3,2,55,1,75017,710000
3,2,63,3,75018,304000
5,4,89,6,75020,549000
4,3,"87,4",1,75015,850000
2,1,50,2,75015,450000
4,2,100,3,75016,1450000
2,1,31,4,75013,299000
3,2,80,6,75019,630000
2,1,"40,4",2,75017,398000
2,2,45,3,75002,605000
2,1,23,2,75018,182000
2,1,38,4,75018,339000
3,2,71,6,75010,690000
2,1,56,2,75016,690000
2,1,39,2,75018,415000
2,1,"50,1",5,75014,588000
2,1,"26,5",3,75005,349000
5,3,151,1,75116,1800000
4,3,80,2,75020,699000
3,2,75,10,75014,649000
3,1,59,1,75018,599000
3,2,66,1,75010,799000
3,2,"59,3",5,75012,526700
3,2,54,3,75015,558000
2,1,27,1,75004,395000
2,1,"30,3",2,75014,297000
4,2,90,1,75011,860000
5,4,"94,6",2,75014,680000
5,4,147,6,75018,3095000
2,1,43,1,75016,365000
2,1,63,3,75017,630000
2,1,57,2,75018,522000
2,1,39,1,75018,365000
2,1,54,3,75006,840000
2,1,"21,4",2,75020,209000
2,1,39,6,75015,420000
4,3,112,2,75011,1248000
3,2,66,5,75009,880000
2,1,26,2,75018,299000
3,2,71,12,75013,870000
2,1,24,3,75004,345000
5,3,171,4,75011,1996000
2,1,50,5,75009,600000
5,3,109,1,75015,698000
4,3,86,6,75013,470000
6,4,122,1,75010,1040000
3,2,67,5,75009,720000
4,2,70,6,75017,830000
2,1,41,2,75016,495000
3,2,56,2,75013,515000
2,1,23,2,75018,174000
2,1,42,2,75010,475000
2,1,65,4,75008,950000
3,2,61,3,75013,530000
3,2,64,1,75018,560000
3,2,76,1,75010,640000
5,4,161,1,75017,1690000
3,2,80,33,75015,800000
3,2,42,4,75011,458000
2,1,37,3,75015,420000
2,1,40,3,75020,430000
4,3,99,6,75011,1150000
2,1,40,6,75016,500000
2,1,36,2,75018,295000
4,2,72,5,75016,791000
2,2,60,2,75016,780000
5,3,150,3,75017,2195000
5,3,123,4,75019,980000
2,1,39,4,75004,690000
5,2,90,3,75003,950000
5,4,115,7,75018,1044000
3,2,70,1,75014,750000
2,1,38,3,75002,599000
2,1,"32,6",2,75012,310000
3,2,63,1,75015,493000
2,1,37,2,75014,378000
5,3,118,1,75017,1514000
3,1,48,2,75014,450000
2,1,42,1,75018,499000
5,2,80,4,75006,1050000
4,2,140,1,75008,1865000
2,1,23,1,75001,290000
2,1,44,1,75004,660000
2,1,59,6,75014,525000
2,1,"22,1",7,75005,175000
2,1,"37,4",1,75005,464000
2,1,31,4,75003,410000
4,2,90,3,75007,1600000
5,4,215,1,75016,3090000
3,2,168,1,75019,1665000
3,2,46,3,75014,475000
3,2,43,2,75011,530000
3,1,"47,8",1,75018,482300
6,4,140,2,75012,1099000
2,1,34,4,75004,382000
5,3,155,5,75007,3200000
8,5,250,5,75007,4800000
2,1,38,2,75002,495000
2,1,"49,1",1,75011,540000
3,2,41,2,75019,400000
2,1,"51,4",4,75014,519000
3,2,78,1,75005,1036000
2,1,27,1,75006,690000
7,5,210,2,75010,2000000
2,1,29,3,75016,342000
3,1,"76,5",4,75016,1120000
3,2,73,2,75009,850000
3,2,50,1,75015,468000
3,2,59,3,75019,650000
4,2,84,30,75019,700000
3,2,60,1,75013,349900
2,1,41,2,75005,595000
2,1,43,3,75010,530000
3,1,71,1,75006,1700000
3,2,70,5,75012,650000
4,3,140,8,75116,2500000
2,1,26,7,75020,268000
3,2,65,1,75016,690000
3,2,53,5,75018,418000
3,2,68,2,75006,1000000
4,2,75,1,75006,965000
2,1,20,1,75018,148000
4,3,"100,4",1,75012,1050000
2,1,41,2,75003,780000
3,2,110,2,75003,1690000
2,1,46,3,75006,749000
2,1,"33,2",5,75018,429000
2,1,38,5,75015,360000
5,4,123,1,75017,1490000
4,2,81,1,75009,1020000
3,2,59,5,75009,828000
5,3,149,5,75008,5550000
8,4,205,6,75008,2550000
5,3,89,3,75018,1020000
2,1,38,4,75009,630000
2,1,"31,6",2,75005,434000
3,2,"75,6",8,75012,723000
4,3,"101,7",2,75006,1950000
6,3,150,3,75012,1850000
4,2,100,3,75007,1350000
2,1,40,6,75013,525000
2,1,28,2,75017,295000
2,1,"47,1",2,75012,570000
4,3,"63,3",2,75020,550000
2,1,31,1,75018,298500
4,3,104,3,75020,1380000
2,1,"33,2",5,75013,329000
3,2,80,6,75001,1130000
2,1,32,2,75018,250000
3,2,39,3,75019,357000
4,3,134,2,75005,1545000
2,1,32,5,75006,374500
2,1,44,3,75018,350000
5,3,"112,5",9,75016,1320000
3,2,"55,8",4,75016,798000
4,3,115,1,75016,999000
3,2,75,4,75015,695000
4,2,80,2,75018,868000
4,2,"92,2",2,75009,1150000
4,3,85,2,75016,1499000
4,3,88,17,75013,445000
4,3,79,5,75020,665600
4,2,112,4,75017,1500000
8,4,374,5,75016,10500000
7,4,"266,1",4,75016,3300000
2,1,57,4,75002,1365000
4,2,"130,4",2,75016,1745000
3,2,"117,6",7,75014,1529000
2,1,"40,6",3,75004,598500
3,2,"50,6",4,75019,317840
2,1,"23,1",6,75009,329000
3,1,"62,8",2,75014,649000
4,3,85,4,75015,719000
3,2,58,1,75004,750000
7,6,"266,2",2,75008,3990000
4,2,82,2,75012,949000
3,2,"55,7",7,75013,448000
2,1,38,1,75018,340000
4,2,80,3,75009,1045000
2,1,64,2,75010,720000
2,1,64,2,75009,720000
2,1,44,6,75010,399000
3,1,64,2,75010,720000
3,2,76,7,75011,649000
6,3,"174,4",1,75017,1480000
6,3,178,2,75017,2250000
3,2,69,1,75011,699000
5,3,130,7,75015,1470000
2,1,"60,8",4,75015,650000
2,1,55,1,75014,395000
2,1,43,3,75012,420000
3,2,69,3,75016,750000
2,1,45,4,75020,395000
2,1,32,2,75018,375000
7,4,221,2,75016,3650000
2,1,"36,1",1,75018,370000
5,3,100,6,75015,1096000
2,1,28,2,75019,245000
3,1,39,1,75005,430000
3,2,69,2,75009,799000
2,1,"48,5",1,75014,437000
4,2,55,5,75018,459000
3,2,75,1,75018,499000
4,2,88,5,75116,1225000
5,3,"113,4",7,75015,850000
2,1,41,1,75018,325000
3,2,70,3,75013,684000
5,3,103,1,75015,920000
2,1,32,3,75018,286000
5,4,159,5,75018,3495000
2,1,54,3,75001,645000
3,2,45,2,75003,572000
4,2,66,3,75018,390000
3,2,"65,8",5,75019,825000
2,1,40,1,75007,795000
4,3,123,1,75116,1480000
4,2,134,4,75008,2750000
1,1,24,1,75012,229000
2,1,23,1,75017,229900
5,3,122,2,75018,1120000
1,"28,9",Étage,06,75013,336069
3,2,75,3,75007,1260000
6,3,181,5,75017,1990000
4,2,86,2,75004,960000
2,1,41,3,75017,410000
2,1,41,3,75017,410000
4,3,78,1,75015,730000
4,3,"87,7",2,75013,994800
3,2,"60,1",2,75013,628805
3,2,53,4,75015,500000
2,1,33,1,75004,445000
3,2,68,2,75018,599000
7,4,149,1,75011,1650000
4,2,105,3,75003,1900000
3,2,50,1,75018,440000
5,4,107,2,75020,710000
3,2,56,2,75018,727000
5,3,99,4,75015,997000
3,2,68,5,75015,655000
2,1,48,3,75020,398000
2,1,36,2,75018,375000
3,2,73,2,75003,797000
4,3,97,1,75018,935000
4,2,"64,5",4,75004,945000
2,1,"52,2",1,75019,399000
3,2,67,3,75018,750000
3,2,62,1,75006,990000
4,3,"99,8",1,75017,170000
6,5,262,1,75007,6900000
7,5,160,1,75015,1795000
2,1,33,3,75006,595000
2,1,58,2,75015,620000
4,3,"107,9",1,75006,1790000
2,1,41,3,75019,365000
3,2,65,2,75019,560000
2,1,"39,9",6,75014,350000
2,1,26,3,75002,339000
4,2,90,1,75015,820000
3,2,"79,4",2,75010,695000
2,1,44,4,75012,418000
2,1,39,3,75015,355000
3,2,49,4,75006,700000
6,4,133,1,75017,1400000
2,1,45,10,75018,315000
3,2,60,2,75018,400000
2,1,33,4,75009,397000
6,4,134,2,75010,1265000
3,2,53,3,75018,599000
3,2,64,3,75019,570000
2,1,49,8,75020,399000
2,1,"38,1",5,75019,315000
3,2,61,4,75020,534000
3,2,55,1,75012,580000
3,2,"75,3",5,75018,610000
3,1,"49,1",4,75011,570000
2,1,28,3,75020,302500
2,1,"44,4",4,75012,370000
2,1,"52,4",1,75006,640000
2,1,"17,5",3,75020,153000
2,1,28,3,75020,302500
2,1,30,1,75006,465000
2,1,21,6,75018,250000
3,2,"49,1",4,75011,570000
4,2,75,1,75005,1030000
4,2,85,4,75017,1350000
4,3,109,2,75016,1360000
5,2,"122,3",3,75004,1862020
5,3,165,1,75008,2990000
3,1,"76,3",2,75015,650000
3,2,72,7,92170,555000
3,2,85,1,75009,948000
3,2,51,2,75018,620000
2,1,41,1,75018,395000
3,2,72,1,75011,828000
3,2,76,3,75018,810000
3,2,52,1,75018,379000
2,1,28,5,75018,274000
4,2,"78,3",5,75013,750000
2,1,45,5,75016,395000
2,1,40,1,75013,350000
4,2,"131,2",6,75007,2449000
2,2,"47,5",2,75010,533000
2,1,31,5,75012,339000
3,2,65,1,75012,560000
2,1,45,1,75016,495000
5,3,149,2,75016,1820000
5,4,133,1,75007,1925000
2,1,35,2,75005,495000
4,3,65,1,75018,519000
5,3,127,1,75009,1255000
4,3,72,1,75015,717000
3,2,"70,4",2,75013,700000
3,1,"51,7",4,75019,450000
2,1,43,4,75005,540000
4,3,67,2,75018,572000
6,4,152,4,75011,1950000
4,3,"85,2",3,75019,490000
3,2,"52,7",7,75015,465800
6,4,100,4,75012,1090000
2,1,50,4,75006,774000
6,3,227,2,75116,3300000
3,2,"85,4",1,75011,850000
3,2,54,7,75020,520000
3,2,83,5,75016,1140000
2,1,51,3,75016,906000
2,1,"54,3",1,75016,853000
3,2,"72,4",2,75016,1147000
2,1,"40,1",1,75016,534000
2,1,"44,2",24,75013,460000
2,1,"33,3",4,75015,339000
3,1,50,4,75017,570000
3,2,78,3,75020,665000
3,2,67,2,75020,599500
7,4,262,3,75017,5170000
2,1,70,1,75002,865000
2,1,49,7,75008,550000
4,3,"66,5",2,75013,650000
3,2,74,3,75006,1180000
3,2,"71,4",12,75019,499000
4,3,112,4,75018,649000
4,2,108,4,75016,1290000
2,1,57,6,75016,595000
2,1,50,4,75018,350000
4,3,81,24,75020,419800
3,1,60,4,75018,649000
3,2,71,2,75004,795000
2,1,"90,6",1,75005,1250000
4,3,"90,8",4,75019,739000
4,3,80,3,75015,685000
2,1,"52,5",2,75019,423000
3,2,59,5,75010,849000
6,4,185,3,75018,2290000
3,2,78,3,75011,665000
2,1,45,3,75018,435000
2,1,41,5,75012,437000
4,2,76,4,75019,628000
2,1,52,5,75012,514000
2,1,40,6,75116,850000
2,1,36,6,75016,445000
5,3,"112,7",8,75019,1130000
2,1,28,6,75006,295000
5,3,110,1,75008,1485000
3,2,"65,7",1,75015,512000
4,2,65,2,75013,599000
3,2,"45,6",4,75020,385000
3,2,"53,2",1,75018,350000
5,3,90,6,75010,980000
5,3,121,4,75017,1590000
3,2,65,2,75015,610000
2,1,50,2,75020,280000
4,2,"96,6",2,75009,1090000
2,1,33,3,75018,389000
3,2,74,9,75016,1459000
3,2,51,4,75020,489000
4,2,"84,7",1,75015,790000
3,2,"47,7",1,75012,455000
3,1,53,4,75020,499000
2,1,"30,3",3,75020,315000
2,1,52,5,75018,432500
3,2,60,3,75001,780000
5,2,84,4,75013,699000
3,1,64,2,75018,525000
3,2,"62,6",6,75019,499000
3,2,52,3,75020,431000
3,1,"80,2",3,75008,1070000
4,2,95,31,75015,820000
3,2,83,1,75017,665000
4,3,52,5,75015,540000
2,1,33,2,75007,499000
2,1,"39,2",4,75020,338000
3,2,63,2,75017,649000
2,1,29,8,75015,355000
3,2,72,12,75014,705000
4,2,77,4,75004,745000
2,1,36,1,75018,391000
2,1,36,4,75018,428000
4,3,70,2,75012,730000
4,3,74,2,75013,570000
3,2,64,5,75019,679000
3,2,"48,1",1,75015,494000
5,3,"107,9",4,75015,1065000
4,2,120,5,75016,1120000
2,1,34,1,75014,353000
2,1,"59,8",1,75014,674000
3,2,47,2,75018,355000
2,1,47,2,75018,355000
2,1,40,1,75019,430000
2,1,36,1,75015,445000
2,1,35,2,75016,450000
4,3,85,3,75016,1550000
3,2,"59,3",2,75019,525000
4,3,83,1,75012,645000
6,3,186,1,75011,2090000
5,3,95,3,75009,1200000
2,1,29,3,75013,283000
3,2,51,6,75018,115800
2,1,43,1,75015,366000
2,1,"46,6",4,75015,449000
2,1,"27,5",4,75018,280000
6,4,166,1,75016,1825000
4,3,80,1,75004,799000
4,3,84,3,75010,575000
3,2,66,29,75013,435000
2,1,"68,3",1,75017,859000
3,1,63,9,75012,798000
6,4,121,2,75015,1600000
2,1,"38,1",3,75013,338000
2,1,35,5,75018,290000
3,2,62,3,75014,545000
3,1,"50,8",3,75018,459000
2,1,"43,3",23,75019,339000
3,2,64,1,75011,661730
2,1,45,4,75019,385000
2,1,66,11,75015,750000
2,1,47,7,75015,410000
3,2,"57,7",2,75009,790000
2,1,46,1,75010,419000
2,1,46,3,75010,360000
4,2,83,4,75016,1000000
3,1,45,2,75015,440000
3,2,43,2,75012,425000
2,1,43,4,75012,435000
3,2,70,2,75002,879000
2,1,41,2,75010,469000
2,1,29,4,75010,279000
4,2,68,3,75017,610000
4,3,88,4,75012,850000
2,1,36,5,75005,446000
2,1,"26,2",5,75018,250000
3,2,72,1,75018,650000
3,2,"63,7",23,75013,474000
2,1,"48,7",3,75018,355000
2,1,34,3,75011,350000
5,3,90,4,75014,1100000
2,1,57,3,75019,586000
4,2,65,3,75018,675000
4,3,86,1,75020,565000
3,2,53,3,75012,598000
4,3,83,2,75010,749000
2,1,51,5,75014,595000
2,1,"19,8",2,75006,315000
3,2,65,1,75007,1300000
3,2,64,3,75009,765000
3,1,58,12,75019,632000
3,2,58,5,75018,445000
3,2,68,4,75017,724500
2,1,47,5,75007,550000
3,2,60,6,75008,848000
5,4,"123,4",4,75019,980000
4,3,"111,6",1,75016,1250000
5,3,165,5,75017,1590000
4,2,86,1,75015,695000
4,3,82,1,75012,627000
2,1,"40,5",5,75014,467000
2,1,"57,1",5,75012,510000
2,1,50,16,75020,318000
3,1,"55,3",1,75019,510000
2,1,43,1,75008,590000
3,2,66,3,75020,680000
4,3,151,3,75010,1445000
3,2,"51,7",3,75016,595000
8,5,"232,4",1,75116,2490000
2,1,48,1,75010,499000
5,3,87,3,75019,695000
2,1,51,5,75015,569000
2,1,57,10,75019,399000
3,2,"53,4",6,75020,549000
3,2,"54,4",6,75012,495000
3,1,"78,6",7,75015,760000
2,1,77,1,75005,1060000
2,1,40,4,75018,299000
2,1,35,1,75007,625000
6,4,200,4,75014,2380000
3,2,"69,9",3,75013,629000
3,2,77,4,75015,695000
2,1,46,4,75012,500000
3,2,58,1,94410,499000
3,2,"62,8",4,75010,705000
3,2,"64,1",2,75010,650000
3,2,74,3,75017,800000
3,2,61,1,75010,630000
3,2,80,4,75014,897500
2,1,"33,3",2,75011,335000
6,4,100,3,75015,1150000
5,3,100,3,75015,1150000
2,1,39,3,75015,350000
2,1,39,2,75014,380000
4,3,"65,5",1,75018,495000
2,1,33,2,75004,595000
4,3,90,1,75014,1236000
3,2,"48,5",2,75015,476000
2,1,42,1,75011,570000
4,3,"71,5",1,75015,625000
3,1,54,2,75005,693000
2,1,50,1,75017,445000
5,4,150,7,75015,1600000
3,2,96,3,75016,1190000
2,1,42,1,75011,570000
3,2,60,4,75001,680000
2,1,62,3,75005,845000
3,2,"97,1",2,75018,765000
2,1,70,2,75007,1850000
4,3,"67,3",5,75011,721000
4,3,80,29,75013,610000
2,1,"22,4",5,75011,267000
4,2,"111,6",1,75016,1250000
2,1,45,3,75013,420000
5,3,133,2,75001,1650000
2,1,"29,8",2,75018,236100
2,1,"34,3",6,75018,316000
2,1,50,1,75016,510000
5,4,123,10,75019,895000
4,2,89,2,75018,885000
3,1,62,4,75018,675000
4,3,85,1,75010,706900
2,1,47,8,75012,420000
2,1,58,4,75005,680000
2,1,49,1,75011,490000
5,4,93,3,75018,699000
2,1,34,1,75011,385000
6,3,106,7,75015,930000
5,3,101,6,75016,884000
5,4,110,10,75020,840500
4,3,75,1,75004,1450000
2,1,50,7,75014,460000
4,2,72,5,75016,830000
4,2,91,1,75015,795000
4,2,106,3,75016,1545000
5,3,"127,3",1,75008,1820000
5,3,146,5,75001,1860000
2,1,37,3,75007,595000
2,1,58,6,75007,795000
2,1,56,1,75005,785000
3,2,68,3,75006,1080000
3,2,51,4,75014,730000
4,3,115,3,75018,1100000
3,2,48,3,75017,630000
4,2,"115,1",1,75016,807000
3,2,60,4,75001,680000
6,4,139,5,75005,1595000
4,2,"93,3",9,75019,899000
3,2,"100,4",1,75012,1050000
2,1,"44,2",6,75010,446000
4,3,141,1,75016,2390000
6,5,178,2,75017,2250000
3,2,88,2,75016,1005000
3,2,55,3,75014,599000
2,1,47,3,75016,605000
4,2,118,2,75016,1590000
2,1,47,3,75116,590000
7,4,214,4,75016,2480000
3,2,56,7,75019,515000
1,46,Étage,08,75020,375000
4,2,119,2,75009,1590000
4,2,116,2,75009,1490000
2,1,"58,9",1,75007,892000
2,1,"33,1",5,75013,292000
2,1,40,3,75012,420000
4,2,"85,1",1,75010,1068000
3,2,52,2,75013,495000
2,1,43,4,75018,475000
2,1,"54,2",11,75016,674000
3,2,92,3,75004,1290000
5,3,100,2,75012,990000
6,4,179,2,75008,2690000
4,3,170,6,75017,2300000
2,1,39,3,75011,482000
2,1,41,5,75010,410000
3,2,70,5,75004,825000
4,2,"58,2",1,75018,360000
6,4,"353,7",2,75008,7500000
2,1,"54,8",5,75006,950000
4,2,"92,1",1,75016,1145000
2,1,42,1,75015,459000
4,3,81,5,75011,895000
6,5,136,3,75012,1250000
3,2,64,19,75013,546000
3,2,"94,9",18,75013,749000
5,3,102,4,75012,1090000
4,3,100,3,75017,1299000
4,2,94,3,75017,1185000
7,4,188,4,75017,1990000
2,1,36,4,75019,325000
4,2,81,4,75004,1100000
4,3,81,4,75003,1100000
3,2,71,3,75010,740000
3,2,70,2,75012,680000
3,2,"65,8",2,75018,630000
5,3,130,6,75001,2480000
3,2,"68,6",1,75013,695000
4,3,"104,1",1,75005,1250000
2,1,44,7,75015,499000
2,1,31,4,75018,285000
6,5,174,4,75008,2000000
5,3,140,2,75016,1950000
2,1,61,1,75016,910000
2,1,31,3,75006,398000
3,2,"49,6",1,75011,530000
2,1,"32,3",1,75014,299000
5,4,126,5,75005,1680000
2,1,"44,4",4,75011,495000
2,1,"27,4",1,75010,298000
5,3,127,8,75015,1132000
4,3,89,3,75014,950000
3,2,73,5,75015,725000
5,4,160,5,75018,3495000
5,4,150,5,75018,3195000
5,3,134,4,75016,1400000
2,1,33,2,75018,430000
2,1,58,3,75005,710000
4,2,85,4,75015,720000
4,2,76,1,75014,695000
4,3,"92,7",5,75006,1605000
2,1,31,5,75018,370000
4,2,74,1,75015,810000
3,1,57,1,75010,575000
4,3,170,6,75017,2300000
2,1,"32,5",2,75001,450000
2,1,33,2,75010,345000
5,3,138,2,75016,2100000
3,2,68,5,75017,810000
7,5,211,1,75017,2210000
5,3,132,5,75016,1990000
6,4,168,3,75016,2010000
4,2,82,5,75017,895000
7,4,187,4,75017,2000000
5,3,200,2,75002,2390000
2,1,28,2,75018,207000
3,2,65,1,75019,585000
7,4,180,4,75009,1950000
8,4,205,6,75008,2550000
4,3,79,6,75011,849000
3,2,70,6,75011,749000
4,2,99,4,75007,1417500
5,4,102,3,75018,1226000
5,3,120,2,75016,1299000
3,2,"50,1",10,75017,485000
6,4,168,5,75016,2350000
3,2,48,2,75011,540800
3,2,"58,6",4,75009,680000
2,1,40,1,75010,395000
2,1,"42,4",3,75018,525000
3,2,60,4,75017,675000
3,2,61,2,75018,735000
2,1,44,7,75015,499000
2,1,59,1,75018,680000
6,3,152,2,75011,1820000
2,1,"37,6",4,75013,387500
4,3,"95,3",3,75020,799000
2,1,50,2,75014,415000
3,2,74,06,75018,948000
4,3,222,3,75018,700000
2,1,"43,6",1,75003,670000
3,2,57,1,75019,539000
2,1,54,3,75016,560000
4,1,88,2,75003,1045000
5,4,148,5,75018,3095000
5,4,160,5,75018,3395000
3,1,70,2,75007,1495000
5,3,133,5,75017,1450000
5,4,102,3,75018,1282000
5,4,104,5,75018,1226000
7,4,205,1,75016,1980000
5,4,170,6,75017,2300000
4,3,65,1,75017,915000
3,2,65,1,75008,915000
5,4,135,3,75016,1770000
4,3,65,1,75008,915000
5,3,101,2,75016,1500000
3,2,"85,1",1,75010,1067000
5,2,140,2,75016,2080000
3,2,60,5,75019,600000
3,2,50,4,75019,398000
2,1,"25,6",3,75018,238000
3,1,60,2,75016,656000
4,3,98,8,75019,930000
6,5,138,1,75018,1090000
2,1,43,3,75019,315000
2,1,56,2,75008,897000
6,3,"88,7",3,75007,1590000
2,1,45,4,75016,405000
5,3,"232,1",4,75008,3300000
5,3,107,3,75015,1200000
3,2,"97,4",2,75012,950000
3,2,78,4,75009,964000
2,1,33,6,75009,399000
5,3,153,3,75009,1760000
2,1,"80,1",2,75016,1130000
7,4,214,3,75016,4690000
6,4,"152,7",2,75016,1990000
4,2,171,5,75016,2590000
2,1,"29,5",3,75015,438000
2,1,26,6,75014,300000
2,1,"45,1",4,75015,410000
6,4,186,6,75015,1365000
3,2,48,5,75019,480000
3,2,"84,8",5,75001,1100000
2,1,"47,7",5,75015,550000
4,2,71,2,75007,945000
4,3,120,3,75007,1820000
3,2,57,3,75006,780000
4,2,92,14,75013,799000
2,1,39,4,75013,310000
3,2,57,1,75017,525000
4,3,92,1,75020,850000
4,3,88,9,75018,504000
2,1,"30,2",3,75015,330000
4,7,64,1,75006,860000
3,1,"57,7",5,75015,645000
4,2,"74,3",3,75019,507000
2,1,29,1,75018,229000
5,3,93,3,75018,699000
3,2,53,4,75018,610000
3,2,68,5,75018,822000
3,2,72,5,75018,561400
2,1,"33,5",6,75016,375000
2,1,"45,5",1,75018,437000
3,2,60,3,75018,465000
3,2,"68,1",1,75019,737000
2,1,"39,1",6,75015,439000
2,1,"53,5",6,75001,520000
2,1,39,6,75018,380000
3,2,"61,7",1,75005,819000
6,3,183,2,75007,4200000
5,5,110,2,75016,1400000
4,2,91,3,75013,875000
4,3,82,26,75013,430000
4,3,"80,6",26,75013,445000
2,1,73,1,75007,940000
4,1,95,3,75001,1100000
6,4,122,2,75004,1595000
4,3,76,1,75020,710000
4,3,77,1,75012,687000
3,2,"93,8",7,75012,980000
2,1,"23,2",3,75005,325000
5,3,127,3,75010,1395000
2,1,51,3,75019,399000
8,5,330,5,75016,4190000
4,3,88,1,75019,590000
3,2,105,3,75004,1020000
2,1,53,4,75007,790000
2,1,60,7,75016,775000
2,1,44,10,75013,368000
2,1,23,3,75019,178000
2,1,"33,4",2,75008,441000
3,2,78,1,75017,850000
5,3,130,2,75017,1500000
5,4,104,7,75019,769000
3,1,54,1,75017,512000
3,2,"49,4",6,75014,577500
4,3,"85,2",3,75019,490000
2,1,26,2,75013,251000
2,1,54,4,75005,667000
4,3,76,3,75013,920000
2,1,41,1,75012,379000
5,4,163,1,75016,1850000
5,3,"136,3",5,75017,1595000
2,1,"45,1",5,75015,570000
4,3,95,4,75015,1190000
5,3,100,2,75016,1295000
3,2,69,6,75018,520000
3,2,73,3,75009,710000
6,4,228,1,75008,5250000
5,3,93,3,75011,880000
7,4,246,1,75016,2995000
3,2,60,3,75020,550000
2,1,"46,2",1,75018,270000
3,2,66,4,75012,590000
5,3,94,16,75015,1150000
3,2,58,3,75020,560000
2,1,27,5,75020,262000
5,3,"104,7",6,75015,1095000
2,1,"45,2",17,75013,375000
4,2,"84,7",6,75015,774825
2,1,46,1,75010,430000
2,1,48,1,75012,430000
3,1,81,7,75016,1400000
5,4,117,3,75012,1190000
3,1,56,6,75015,445000
4,2,"112,4",4,75017,1199000
2,1,33,4,92200,397000
2,1,48,1,75018,350000
3,2,58,2,75015,620000
4,2,"100,7",1,75016,950950
2,1,"45,9",4,75003,760000
2,1,45,1,75018,380000
3,2,48,4,75018,572000
3,2,65,6,75010,725000
4,2,86,5,75012,750000
2,1,"34,7",6,75018,330000
4,2,64,4,75013,399000
4,3,110,3,75006,2300000
4,3,"82,7",3,75012,800000
2,1,24,7,75019,156846
6,4,197,4,75014,2250000
3,2,"84,2",2,75011,910000
2,1,36,4,75004,540000
3,2,66,3,75018,534000
4,2,62,1,75015,458500
3,2,80,5,75001,1155000
2,1,41,1,75015,450000
2,1,26,2,75010,228000
3,2,48,3,75020,379000
4,2,97,14,75015,970000
2,1,35,1,75011,470000
2,1,"27,8",1,75014,280000
10,6,445,2,75016,12600000
2,1,22,1,75018,275000
5,4,112,4,75020,660000
2,1,35,2,75006,830000
2,1,45,2,75015,405000
2,1,48,2,75002,795000
7,4,197,6,75017,2300000
3,2,57,1,75005,725000
5,3,"119,6",10,75011,1295000
2,1,"49,2",8,75013,486920
3,2,68,6,75015,761000
3,2,"66,3",1,75004,835000
2,1,"50,7",2,75018,599000
